	(1)	(2)	(3)	(4)	(5)
VARIABLES	N	mean	sd	min	max
					
dasing	32,318	8.198	26.48	0	100
ltlnou	32,318	218.5	832.4	20	32,977
rimvcu	32,318	1.170e+07	3.786e+08	0	4.794e+10
v1115	31,742	5.130e+08	8.583e+10	0	1.529e+13
output	32,318	6.679e+07	8.147e+08	4,600	8.403e+10
vtlvcu	32,318	2.721e+07	2.752e+08	1,720	2.330e+10
prprex	16,069	16.28	32.91	0	100
mu	32,318	47,639	417,452	2.933	4.586e+07
tfp	18,819	10.63	0.916	7.186	16.35
					
Number of groups	6,500	6,500	6,500	6,500	6,500
