	(1)	(2)	(3)	(4)	(5)
VARIABLES	N	mean	sd	min	max
					
dasing	145	43.41	49.70	0	100
ltlnou	145	1,471	2,695	20	16,985
rimvcu	145	4.216e+07	1.027e+08	0	5.856e+08
v1115	144	6.422e+08	4.267e+09	0	3.025e+10
output	145	2.318e+08	4.131e+08	4.017e+06	2.060e+09
vtlvcu	145	1.055e+08	1.890e+08	798,542	9.381e+08
prprex	107	51.07	40.56	0	100
mu	145	51,892	66,866	1,654	392,052
tfp	84	11.79	0.718	10.49	13.66
					
Number of groups	6,500	6,500	6,500	6,500	6,500
